year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc116675,ca,45,35285,black,gray,nissan-infiniti lt,12350,12700
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3bc863862,ca,45,32431,white,black,nissan-infiniti lt,16950,17500
2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a68cg001060,ca,45,32284,black,black,kia motors america  inc,17650,15000
2011,Chevrolet,Camaro,LS,Coupe,automatic,2g1fa1edxb9186222,ca,45,31736,white,gray,bmw of riverside,14000,16200
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnm83813,ca,45,31602,white,black,financial services remarketing (lease),19850,20500
2013,Toyota,Tacoma,Base,Access Cab,automatic,5tftx4cnxdx028456,ca,45,31326,White,gray,ge fleet services for itself/servicer,16950,18500
2012,Ford,Edge,SE,SUV,automatic,2fmdk3g93cba04334,ca,45,30801,white,beige,ford motor credit company llc pd,15400,16600
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c59cf259549,ca,45,29157,brown,black,financial services remarketing (lease),24600,24750
2011,Ford,F-150,XLT,SuperCab,automatic,1ftex1cm3bfd14408,ca,45,28696,black,black,robinson ford sales inc,18900,22000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn417437,ca,45,27499,white,gray,nissan-infiniti lt,12850,13000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g53bnm74002,ca,45,27335,black,black,financial services remarketing (lease),20400,25000
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh356789,ca,45,26412,black,beige,aaero sweet company,12050,11750
2011,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv6bw143926,ca,45,25227,black,gray,ford motor credit company llc,15300,16100
2012,BMW,3 Series,335i,Coupe,automatic,wbakg7c50ce802444,ca,45,23777,gray,White,financial services remarketing (lease),31800,33250
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k22cl257913,ca,45,23529,red,black,ford motor credit company llc,10500,11200
2012,Honda,Pilot,Touring,SUV,automatic,5fnyf3h97cb043598,ca,45,23288,white,black,connell chevrolet,28100,26750
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k20cl290456,ca,45,21147,black,black,ford motor credit company llc pd,10650,11300
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap4dl894504,ca,45,20379,blue,tan,lbs financial credit union,10400,10300
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8da832718,ca,45,20161,white,black,mercedes-benz financial services,23100,25000
2013,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5kb4df191416,ca,45,19538,white,gray,mercedes-benz financial services,33200,32250
2011,Toyota,Camry,SE,Sedan,automatic,4t1bf3ek4bu764329,ca,45,19131,black,black,bmw alphera/alphera financial services,13700,15600
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g52bnm83161,ca,45,14893,black,black,financial services remarketing (lease),22100,23000
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzwdla5dg083054,ca,45,14076,gray,black,hyundai motor america/co car,19800,25500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c57be852307,ca,45,14055,white,tan,financial services remarketing (lease),22300,21100
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c58be743036,ca,45,13179,black,gray,financial services remarketing (lease),30600,31750
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a40da092843,ca,45,13162,black,gray,hyundai motor america/co car,18450,18600
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c59be578379,ca,45,10492,white,black,financial services remarketing (lease),27800,30000
2014,BMW,3 Series,328i SULEV,Sedan,automatic,wba3c1c58ek106688,ca,45,9027,white,black,financial services remarketing (lease),30200,27500
2014,BMW,3 Series,328i SULEV,Sedan,automatic,wba3c1c51ek116351,ca,45,1331,gray,black,financial services remarketing (lease),31900,30000
2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m24cl423300,ca,46,48952,white,beige,ford motor credit company llc pd,10050,11700
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c52cds99120,ca,46,46943,white,black,financial services remarketing (lease),33900,33000
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c51cds99397,ca,46,46766,black,black,financial services remarketing (lease),34000,33750
2011,BMW,3 Series,335d,Sedan,automatic,wbapn7c52bf183611,ca,46,46258,black,black,financial services remarketing (lease),21200,22250
2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a63cg001290,ca,46,42315,gray,black,kia motors america  inc,17150,18250
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g51bnm84561,ca,46,42173,black,red,financial services remarketing (lease),18400,19500
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae1dh345719,ca,46,42006,gray,beige,enterprise veh exchange/rental,11150,11300
2012,Ford,Edge,SEL,SUV,automatic,2fmdk4jc4cba12890,ca,46,41115,white,gray,ford motor credit company llc pd,19800,22100
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd8cu171159,ca,46,40341,black,black,hyundai motor finance,16250,19800
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5g59bnn00937,ca,46,40027,gray,black,financial services remarketing (lease),24200,24000
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8ct015709,ca,46,39384,White,beige,nissan-infiniti lt,10100,12000
2012,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f87ca065414,ca,46,39312,black,black,ahfc/honda lease trust/hvt  inc. eot,14200,15800
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3bh261158,ca,46,39274,silver,gray,hyundai motor finance,9975,11800
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp7ct015796,ca,46,37937,White,beige,nissan-infiniti lt,10350,10750
2012,Honda,Odyssey,Touring,Minivan,automatic,5fnrl5h96cb012352,ca,46,37403,silver,gray,barber honda,26800,26500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn440467,ca,46,37161,gold,beige,nissan-infiniti lt,12200,12250
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc0c7375697,ca,46,36315,red,gray,ge fleet services for itself/servicer,10100,10400
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56cdw24135,ca,46,35638,blue,gray,financial services remarketing (lease),31500,31500
2012,Ford,Explorer,XLT,SUV,automatic,1fmhk7d86cga36787,ca,46,34434,gray,black,ford motor credit company llc pd,22000,24300
2011,BMW,3 Series,328i,Convertible,automatic,wbadw7c56be728036,ca,46,30816,gray,black,financial services remarketing (lease),25500,23500
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap5dl614072,ca,46,29277,black,black,nissan-infiniti lt,11850,12250
2012,Ford,F-150,FX2,SuperCrew,automatic,1ftfw1ct0cfb64807,ca,46,28687,gray,black,ford motor credit company llc pd,26700,30500
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc8cba70818,ca,46,28635,white,beige,ford motor credit company llc pd,19850,20100
2013,Hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae3du079747,ca,46,27387,silver,black,hyundai motor america/co car,9950,11400
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap6bl719596,ca,46,27096,White,gray,nissan-infiniti lt,9800,10250
2011,Kia,Optima,SX,Sedan,automatic,knagr4a64b5133393,ca,46,24817,red,black,kia motors america  inc -lemon law buybacks,16600,14000
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c57bc805654,ca,46,21645,black,black,financial services remarketing (lease),30800,34500
2012,Ford,Edge,SE,SUV,automatic,2fmdk3gc7cba30642,ca,46,21368,brown,black,ford motor credit company llc pd,16300,16200
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd2du221961,ca,46,20952,silver,black,hyundai motor america/co car,18650,22200
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc5cba41602,ca,46,20035,gray,black,ford motor credit company llc pd,20700,20800
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzu3laxdg105372,ca,46,15758,gray,black,hyundai motor america/co car,21600,21400
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a48da092248,ca,46,13736,black,beige,hyundai motor america/co car,18350,17700
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg570963,ca,46,13452,silver,black,kia motors america  inc,20600,21500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c53be850277,ca,46,11802,gray,beige,financial services remarketing (lease),22500,23000
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad9d5054379,ca,46,11757,black,black,kia motors america  inc,16050,16500
2013,Hyundai,Accent,GS,Hatchback,automatic,kmhct5ae4du128991,ca,46,9927,black,black,hyundai motor america/co car,10800,11300
2013,Kia,Rio,SX,Hatchback,manual,knadn5a32d6147221,ca,46,4668,red,black,kia motors finance,14050,14200
2010,Honda,Pilot,Touring,SUV,automatic,5fnyf3h96ab015840,ca,47,72985,white,gray,century dealer services corp,17300,21000
2012,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c56cl737789,ca,47,63550,gray,black,financial services remarketing (lease),24800,25000
2010,Ford,F-150,XLT,SuperCab,automatic,1ftex1ev5afb55279,ca,47,61616,white,black,motor city buick gmc,19850,34250
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c51bc602551,ca,47,55951,black,black,meridian remarketing,25000,23300
2009,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71e59a458498,ca,47,51714,black,black,high bid trading co inc,26300,27750
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnm83213,ca,47,50414,white,gray,financial services remarketing (lease),17300,18000
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c54cdx02704,ca,47,45443,black,gray,financial services remarketing (lease),29500,30500
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c57cf340727,ca,47,44099,white,White,financial services remarketing (lease),23300,23250
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c50ce728518,ca,47,35006,white,tan,financial services remarketing (lease),27800,27300
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb1da703044,ca,47,31064,gray,black,mercedes-benz financial services,31000,30750
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0e7xckc08558,ca,47,30843,white,beige,ford motor credit company llc pd,15750,16000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c52bf093306,ca,47,30014,white,beige,financial services remarketing (lease),20400,19500
2011,Ford,Edge,SEL,SUV,automatic,2fmdk3jc8bbb61442,ca,47,27219,white,tan,ford motor credit company llc pd,18750,21400
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c54ce755722,ca,47,26086,black,black,financial services remarketing (lease),22300,22750
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0cg8cr101336,ca,47,24208,gray,beige,ford motor credit company llc pd,15050,16000
2011,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c50bl716424,ca,47,24192,white,beige,financial services remarketing (lease),28400,28500
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh7du220016,ca,47,21463,gray,black,hyundai motor america/co car,27100,27400
2013,Kia,Sorento,SX,SUV,automatic,5xykw4a26dg339716,ca,47,20209,burgundy,black,high bid trading co inc,21700,21500
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee4dc089995,ca,47,19836,orange,black,consolidated asset recovery systems  inc.,13500,14100
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c57ce728838,ca,47,17453,blue,black,financial services remarketing (lease),30300,31250
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzw3la5dg114166,ca,47,17367,black,beige,hyundai motor america/co car,21400,24100
2012,BMW,3 Series,335i,Coupe,manual,wbakg7c55ce263156,ca,47,16827,black,beige,financial services remarketing (lease),32600,34750
2013,Hyundai,Accent,GS,Hatchback,manual,kmhct5ae8du091850,ca,47,15813,green,black,jpmorgan chase bank n.a.,10500,9500
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a48da091908,ca,47,11798,black,gray,hyundai motor america/co car,18650,18400
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d75cka90856,ca,47,11112,white,beige,ford motor credit company llc pd,15800,17200
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,manual,1c4bjwfg4dl585036,ca,47,9153,red,gray,clear view systems,34300,35250
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a41da089739,ca,47,8595,silver,gray,hyundai motor america/co car,19100,18500
2012,Kia,Sorento,LX,SUV,automatic,5xykt3a64cg309425,ca,48,53444,white,beige,kia motors america  inc,12550,14500
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap9bc864028,ca,48,45142,black,black,nissan-infiniti lt,16050,17300
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn418275,ca,48,33533,White,black,nissan-infiniti lt,12450,12500
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8cr233513,ca,48,32711,white,black,aaero sweet company,21800,23500
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp6bt008076,ca,48,31513,black,gray,nissan-infiniti lt,9725,11000
2012,Jaguar,XF,Base,Sedan,automatic,sajwa0fb6cls22675,ca,48,28823,white,beige,jpmorgan chase bank n.a.,28500,32000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c57ba446667,ca,48,27985,white,tan,financial services remarketing (lease),20300,21750
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c5xcdw24820,ca,48,27979,gray,black,financial services remarketing (lease),33100,34750
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc3cba19503,ca,48,27952,burgundy,White,walters auto sales/service inc,19850,20000
2013,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad7du089181,ca,48,27532,yellow,black,hyundai buybacks,13100,11300
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g5xbnm82338,ca,48,27373,white,beige,financial services remarketing (lease),20700,18500
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5ct016056,ca,48,26920,black,beige,nissan-infiniti lt,11050,12000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g59bnm75557,ca,48,24949,white,black,financial services remarketing (lease),20700,22250
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c54cf341740,ca,48,23936,white,White,financial services remarketing (lease),26900,28000
2012,Kia,Soul,Base,Wagon,automatic,kndjt2a57c7389362,ca,48,22047,white,black,kia motors america  inc,10250,12100
2013,Hyundai,Santa Fe,Sport,SUV,automatic,5xyztdlb9dg057378,ca,48,20663,gray,gray,hyundai motor america/co car,19500,19200
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56cdw24474,ca,48,19782,gray,White,financial services remarketing (lease),32000,31000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg566806,ca,48,16611,gray,black,kia motors america  inc,20500,20750
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a46da091860,ca,48,16386,white,gray,hyundai motor america/co car,18000,18800
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c56ce729432,ca,48,14910,gray,gray,financial services remarketing (lease),30700,31500
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct023001,ca,48,13406,black,beige,nissan motor acceptance corporation,11800,12900
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg560973,ca,48,13031,purple,black,kia motors america  inc,20600,20750
2013,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae2du972303,ca,48,10564,black,gray,hyundai motor america/co car,15350,16500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg570727,ca,48,10357,silver,gray,kia motors america  inc,20700,20500
2013,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac9dh600084,ca,48,10241,blue,gray,hyundai motor america/co car,15100,16900
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f22cl321491,ca,48,9059,gray,gray,ford motor credit company llc pd,11050,12100
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae7du946909,ca,48,8559,red,beige,hyundai buybacks,13150,10800
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a70dg226694,ca,48,8177,silver,gray,kia motors finance,14450,15300
2015,Kia,Optima,LX,Sedan,automatic,5xxgm4a73fg353538,ca,48,2034,red,tan,kia motors finance,15150,17700
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh339679,ca,49,41481,silver,gray,avis rac/san leandro,11150,11500
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu4bf8dk163958,ca,49,36465,brown,black,toyota financial services/avis budget group-open,26900,27000
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c53ce729632,ca,49,33355,gray,black,financial services remarketing (lease),28000,27500
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c59ce728503,ca,49,27272,gray,tan,financial services remarketing (lease),28900,31750
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g52bnm83919,ca,49,25219,gray,gray,financial services remarketing (lease),20700,21500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c56ba443825,ca,49,24496,gray,black,financial services remarketing (lease),21000,20500
2010,Ford,F-150,Harley-Davidson,SuperCrew,automatic,1ftfw1ev5afc17920,ca,49,22200,black,black,richard j bartlett jr enterprises,30100,34250
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad4d5057867,ca,49,19078,white,gray,kia motors america  inc,15950,16500
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc0cba70702,ca,49,15339,blue,tan,ford motor credit company llc pd,21200,21100
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg570672,ca,49,13711,white,black,kia motors america  inc,20600,21750
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c57be682112,ca,49,10609,black,black,financial services remarketing (lease),22600,23250
2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg567068,ca,49,9552,burgundy,beige,kia motors america  inc,20800,21000
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da093060,ca,49,8495,white,beige,hyundai motor america/co car,15500,16100
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11c5sl9ef255078,ca,49,6874,black,black,gm financial,16200,16200
2013,Hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae2du138898,ca,49,6747,gray,black,hyundai motor america/co car,11300,11900
2013,Hyundai,Elantra,GLS,Sedan,manual,5npdh4ae9dh235016,ca,49,2606,white,beige,hyundai motor america/co car,13450,12300
